noc_2021,aioe,caioe,groupmean,noc_title,exposure_level,comp_level,quadrant,label
53122,5.778077737,5.14730425,0.4575,"Painters, sculptors and other visual artists",Low Exposure,Low Complementarity,LE-LC,NA
53123,6.260278956,4.715432817,0.595416667,"Theatre, fashion, exhibit and other creative designers",High Exposure,Low Complementarity,HE-LC,NA
53124,5.833884266,4.663184931,0.548277778,Artisans and craftspersons,Low Exposure,Low Complementarity,LE-LC,NA
53125,5.997116868,4.742719923,0.5575,"Patternmakers - textile, leather and fur products",High Exposure,Low Complementarity,HE-LC,NA
53200,5.216758485,3.735778715,0.632222222,Athletes,Low Exposure,High Complementarity,LE-HC,Athletes
53201,6.08725821,3.858645343,0.714444444,Coaches,High Exposure,High Complementarity,HE-HC,NA
53202,6.011560786,4.815928141,0.547222222,Sports officials and referees,High Exposure,Low Complementarity,HE-LC,NA
54100,5.630436232,3.929604644,0.649166667,"Program leaders and instructors in recreation, sport and fitness",Low Exposure,High Complementarity,LE-HC,NA
55109,5.475314746,5.038810487,0.428055556,Other performers,Low Exposure,Low Complementarity,LE-LC,NA
60010,6.594914041,4.587706633,0.652777778,Corporate sales managers,High Exposure,High Complementarity,HE-HC,NA
60020,6.48623218,4.198936529,0.70162037,Retail and wholesale trade managers,High Exposure,High Complementarity,HE-HC,NA
60030,5.97989782,4.257355031,0.636388889,Restaurant and food service managers,High Exposure,High Complementarity,HE-HC,NA
60031,6.215860454,4.021316388,0.701388889,Accommodation service managers,High Exposure,High Complementarity,HE-HC,NA
60040,6.181318069,4.285723426,0.655810185,Managers in customer and personal services,High Exposure,High Complementarity,HE-HC,NA
62010,6.187927951,4.670095986,0.593796296,Retail sales supervisors,High Exposure,Low Complementarity,HE-LC,NA
62020,5.918487711,4.044299936,0.665,Food service supervisors,Low Exposure,High Complementarity,LE-HC,NA
62021,5.795825081,4.214852795,0.621111111,Executive housekeepers,Low Exposure,High Complementarity,LE-HC,NA
62022,6.248049388,4.304211801,0.659444444,"Accommodation, travel, tourism and related services supervisors",High Exposure,High Complementarity,HE-HC,NA
62023,6.140052496,4.122363023,0.676944444,Customer and information services supervisors,High Exposure,High Complementarity,HE-HC,NA
62024,5.795825081,4.214852795,0.621111111,Cleaning supervisors,Low Exposure,High Complementarity,LE-HC,NA
62029,6.140052496,4.122363023,0.676944444,Other services supervisors,High Exposure,High Complementarity,HE-HC,NA
62100,6.397342455,4.53417549,0.639722222,Technical sales specialists - wholesale trade,High Exposure,High Complementarity,HE-HC,NA
62101,6.403669143,4.701360429,0.614166667,Retail and wholesale buyers,High Exposure,High Complementarity,HE-HC,NA
62200,5.901226374,3.875138652,0.691666667,Chefs,Low Exposure,High Complementarity,LE-HC,Chefs
62201,5.827027349,3.557627037,0.738055556,Funeral directors and embalmers,Low Exposure,High Complementarity,LE-HC,NA
62202,5.955022783,4.955738295,0.516222222,"Jewellers, jewellery and watch repairers and related occupations",Low Exposure,Low Complementarity,LE-LC,NA
63100,6.639157942,5.008875825,0.593888889,Insurance agents and brokers,High Exposure,Low Complementarity,HE-LC,NA
63101,6.424457341,4.500689282,0.647777778,Real estate agents and salespersons,High Exposure,High Complementarity,HE-HC,NA
63102,6.675194987,5.179761238,0.572407407,Financial sales representatives,High Exposure,Low Complementarity,HE-LC,NA
63200,5.724964128,4.64109973,0.537555556,Cooks,Low Exposure,Low Complementarity,LE-LC,NA
63201,5.596899916,4.406003989,0.561111111,Butchers - retail and wholesale,Low Exposure,Low Complementarity,LE-LC,Butchers
63202,5.860904262,4.827105871,0.524722222,Bakers,Low Exposure,Low Complementarity,LE-LC,NA
63210,5.716365973,4.257661786,0.603472222,Hairstylists and barbers,Low Exposure,Low Complementarity,LE-LC,NA
63211,5.933080109,4.652735137,0.562916667,"Estheticians, electrologists and related occupations",Low Exposure,Low Complementarity,LE-LC,NA
63220,5.640286769,4.864747338,0.485833333,Shoe repairers and shoemakers,Low Exposure,Low Complementarity,LE-LC,NA
63221,5.442407124,4.678958346,0.488611111,Upholsterers,Low Exposure,Low Complementarity,LE-LC,NA
64100,6.049522856,4.700877995,0.570888889,Retail salespersons and visual merchandisers,High Exposure,Low Complementarity,HE-LC,NA
64101,6.310203142,4.557368936,0.626111111,Sales and account representatives - wholesale trade (non-technical),High Exposure,High Complementarity,HE-HC,NA
64200,5.789534627,4.750634802,0.527777778,"Tailors, dressmakers, furriers and milliners",Low Exposure,Low Complementarity,LE-LC,NA
64201,5.883265754,4.391481569,0.598472222,"Image, social and other personal consultants",Low Exposure,Low Complementarity,LE-LC,NA
64300,6.009090285,4.802264653,0.549166667,Maîtres d'hôtel and hosts/hostesses,High Exposure,Low Complementarity,HE-LC,NA
64301,5.756919704,5.018115009,0.476666667,Bartenders,Low Exposure,Low Complementarity,LE-LC,NA
64310,6.545554444,5.46735617,0.513055556,Travel counsellors,High Exposure,Low Complementarity,HE-LC,NA
64311,5.621125335,3.599079925,0.706944444,Pursers and flight attendants,Low Exposure,High Complementarity,LE-HC,NA
64312,6.137041535,4.872129085,0.554444444,Airline ticket and service agents,High Exposure,Low Complementarity,HE-LC,NA
64313,6.238565866,4.872596428,0.567083333,"Ground and water transport ticket agents, cargo service representatives and related clerks",High Exposure,Low Complementarity,HE-LC,NA
64314,6.363532867,4.785935454,0.595972222,Hotel front desk clerks,High Exposure,Low Complementarity,HE-LC,NA
64320,6.368551781,4.534055059,0.636388889,Tour and travel guides,High Exposure,High Complementarity,HE-HC,NA
64321,6.063761885,4.994633252,0.524722222,Casino workers,High Exposure,Low Complementarity,HE-LC,NA
64322,5.924543618,3.974381343,0.6775,Outdoor sport and recreational guides,Low Exposure,High Complementarity,LE-HC,NA
64400,6.510472632,5.879318479,0.445277778,Customer services representatives - financial institutions,High Exposure,Low Complementarity,HE-LC,NA
64401,5.87573802,4.946907117,0.506111111,Postal services representatives,Low Exposure,Low Complementarity,LE-LC,NA
64409,6.608430958,5.197621068,0.561458333,Other customer and information services representatives,High Exposure,Low Complementarity,HE-LC,NA
64410,5.844485653,4.275042406,0.617222222,Security guards and related security service occupations,Low Exposure,High Complementarity,LE-HC,NA
65100,5.922752488,5.216957816,0.4675,Cashiers,Low Exposure,Low Complementarity,LE-LC,NA
65101,5.723107993,3.793148797,0.685555556,Service station attendants,Low Exposure,High Complementarity,LE-HC,NA
65102,5.490511607,4.525096649,0.524166667,"Store shelf stockers, clerks and order fillers",Low Exposure,Low Complementarity,LE-LC,NA
65109,6.415723604,5.074735259,0.55781746,Other sales related occupations,High Exposure,Low Complementarity,HE-LC,NA
65200,5.438765246,4.587396642,0.503402778,Food and beverage servers,Low Exposure,Low Complementarity,LE-LC,NA
65201,5.689286435,4.894307881,0.488611111,"Food counter attendants, kitchen helpers and related support occupations",Low Exposure,Low Complementarity,LE-LC,Dishwashers
65202,5.596899916,4.406003989,0.561111111,Meat cutters and fishmongers - retail and wholesale,Low Exposure,Low Complementarity,LE-LC,NA
65210,5.663328573,4.430730938,0.568194444,"Support occupations in accommodation, travel and facilities set-up services",Low Exposure,Low Complementarity,LE-LC,NA
65211,5.969471199,4.256183929,0.634444444,"Operators and attendants in amusement, recreation and sport",Low Exposure,High Complementarity,LE-HC,NA
65220,5.627589122,3.939411363,0.648333333,Pet groomers and animal care workers,Low Exposure,High Complementarity,LE-HC,NA
65229,6.140052496,4.122363023,0.676944444,Other support occupations in personal services,High Exposure,High Complementarity,HE-HC,NA
65310,5.561989149,4.79268586,0.484027778,Light duty cleaners,Low Exposure,Low Complementarity,LE-LC,NA
65311,5.272076627,4.116613166,0.5675,Specialized cleaners,Low Exposure,Low Complementarity,LE-LC,NA
65312,5.388025524,4.055985881,0.595555556,"Janitors, caretakers and heavy-duty cleaners",Low Exposure,Low Complementarity,LE-LC,NA
65320,5.559304158,5.058966784,0.438333333,"Dry cleaning, laundry and related occupations",Low Exposure,Low Complementarity,LE-LC,NA
65329,5.900750888,4.456034281,0.592118056,Other service support occupations,Low Exposure,Low Complementarity,LE-LC,NA
70010,6.502255361,3.785757566,0.766111111,Construction managers,High Exposure,High Complementarity,HE-HC,NA
70011,6.502255361,3.785757566,0.766111111,Home building and renovation managers,High Exposure,High Complementarity,HE-HC,NA
70012,6.499978183,4.520672611,0.652962963,Facility operation and maintenance managers,High Exposure,High Complementarity,HE-HC,NA
70020,6.533072448,4.536163667,0.654666667,Managers in transportation,High Exposure,High Complementarity,HE-HC,NA
70021,6.405720161,4.38258021,0.664166667,Postal and courier services managers,High Exposure,High Complementarity,HE-HC,NA
72010,5.887740735,3.321667065,0.784166667,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",Low Exposure,High Complementarity,LE-HC,NA
72011,5.887740735,3.321667065,0.784166667,"Contractors and supervisors, electrical trades and telecommunications occupations",Low Exposure,High Complementarity,LE-HC,NA
72012,5.887740735,3.321667065,0.784166667,"Contractors and supervisors, pipefitting trades",Low Exposure,High Complementarity,LE-HC,NA
72013,5.887740735,3.321667065,0.784166667,"Contractors and supervisors, carpentry trades",Low Exposure,High Complementarity,LE-HC,NA
72014,5.877118694,3.502261648,0.752361111,"Contractors and supervisors, other construction trades, installers, repairers and servicers",Low Exposure,High Complementarity,LE-HC,NA
72020,5.844234115,3.775641815,0.701296296,"Contractors and supervisors, mechanic trades",Low Exposure,High Complementarity,LE-HC,NA
72021,5.887740735,3.321667065,0.784166667,"Contractors and supervisors, heavy equipment operator crews",Low Exposure,High Complementarity,LE-HC,NA
72022,5.979663209,3.848577682,0.704722222,"Supervisors, printing and related occupations",Low Exposure,High Complementarity,LE-HC,NA
72023,5.902033983,3.965257342,0.676111111,"Supervisors, railway transport operations",Low Exposure,High Complementarity,LE-HC,NA
72024,5.870666067,4.221754325,0.627777778,"Supervisors, motor transport and other ground transit operators",Low Exposure,High Complementarity,LE-HC,NA
72025,6.405720161,4.38258021,0.664166667,"Supervisors, mail and message distribution occupations",High Exposure,High Complementarity,HE-HC,NA
72100,5.644522322,4.501506551,0.550833333,Machinists and machining and tooling inspectors,Low Exposure,Low Complementarity,LE-LC,NA
72101,5.750972951,4.319619684,0.597222222,Tool and die makers,Low Exposure,Low Complementarity,LE-LC,NA
72102,5.526754439,4.363065588,0.558888889,Sheet metal workers,Low Exposure,Low Complementarity,LE-LC,NA
72103,5.539861668,3.796344093,0.663055556,Boilermakers,Low Exposure,High Complementarity,LE-HC,NA
72104,5.549428946,3.718117394,0.678333333,Structural metal and platework fabricators and fitters,Low Exposure,High Complementarity,LE-HC,NA
72105,5.189174373,3.537117405,0.666527778,Ironworkers,Low Exposure,High Complementarity,LE-HC,NA
72106,5.566512468,4.718187291,0.500763889,Welders and related machine operators,Low Exposure,Low Complementarity,LE-LC,NA
72200,5.664204633,3.527540775,0.725555556,Electricians (except industrial and power system),Low Exposure,High Complementarity,LE-HC,Electricians
72201,5.659602973,3.628349986,0.707222222,Industrial electricians,Low Exposure,High Complementarity,LE-HC,NA
72202,5.664204633,3.527540775,0.725555556,Power system electricians,Low Exposure,High Complementarity,LE-HC,NA
72203,5.478333345,3.3433051,0.738055556,Electrical power line and cable workers,Low Exposure,High Complementarity,LE-HC,NA
72204,5.664223833,4.056282038,0.6325,Telecommunications line and cable installers and repairers,Low Exposure,High Complementarity,LE-HC,NA
72205,5.697080353,4.080310966,0.632222222,Telecommunications equipment installation and cable television service technicians,Low Exposure,High Complementarity,LE-HC,NA
72300,5.523745075,3.653343617,0.686944444,Plumbers,Low Exposure,High Complementarity,LE-HC,Plumbers
72301,5.523745075,3.653343617,0.686944444,"Steamfitters, pipefitters and sprinkler system installers",Low Exposure,High Complementarity,LE-HC,NA
72302,5.523745075,3.653343617,0.686944444,Gas fitters,Low Exposure,High Complementarity,LE-HC,NA
72310,5.445526961,4.013644526,0.611111111,Carpenters,Low Exposure,Low Complementarity,LE-LC,NA
72311,5.436207323,4.590575073,0.503888889,Cabinetmakers,Low Exposure,Low Complementarity,LE-LC,NA
72320,5.307148417,3.860018182,0.621759259,Bricklayers,Low Exposure,High Complementarity,LE-HC,NA
72321,5.304910005,4.092148634,0.576944444,Insulators,Low Exposure,Low Complementarity,LE-LC,NA
72400,5.503397191,3.97350449,0.626805556,Construction millwrights and industrial mechanics,Low Exposure,High Complementarity,LE-HC,NA
72401,5.498892024,3.797934181,0.657638889,Heavy-duty equipment mechanics,Low Exposure,High Complementarity,LE-HC,NA
72402,5.628293082,3.727180752,0.686111111,"Heating, refrigeration and air conditioning mechanics",Low Exposure,High Complementarity,LE-HC,NA
72403,5.381840256,3.9586425,0.612777778,Railway carmen/women,Low Exposure,Low Complementarity,LE-LC,NA
72404,5.73928152,4.153007878,0.624722222,Aircraft mechanics and aircraft inspectors,Low Exposure,High Complementarity,LE-HC,NA
72405,5.644522322,4.501506551,0.550833333,Machine fitters,Low Exposure,Low Complementarity,LE-LC,NA
72406,5.61751664,3.631100339,0.701944444,Elevator constructors and mechanics,Low Exposure,High Complementarity,LE-HC,NA
72410,5.647499861,4.12237118,0.618492063,"Automotive service technicians, truck and bus mechanics and mechanical repairers",Low Exposure,High Complementarity,LE-HC,NA
72411,5.499668328,4.347096827,0.557916667,"Auto body collision, refinishing and glass technicians and damage repair estimators",Low Exposure,Low Complementarity,LE-LC,NA
72420,5.628293082,3.727180752,0.686111111,Oil and solid fuel heating mechanics,Low Exposure,High Complementarity,LE-HC,NA
72421,5.597175953,4.2336417,0.591944444,Appliance servicers and repairers,Low Exposure,Low Complementarity,LE-LC,NA
72422,5.731598652,4.054808363,0.640833333,Electrical mechanics,Low Exposure,High Complementarity,LE-HC,NA
72423,5.631643419,3.857394372,0.663425926,"Motorcycle, all-terrain vehicle and other related mechanics",Low Exposure,High Complementarity,LE-HC,NA
72429,5.631541161,4.575627194,0.535833333,Other small engine and small equipment repairers,Low Exposure,Low Complementarity,LE-LC,NA
72500,5.528270988,3.64160697,0.689722222,Crane operators,Low Exposure,High Complementarity,LE-HC,NA
72501,5.718221929,4.183832378,0.616666667,Water well drillers,Low Exposure,High Complementarity,LE-HC,NA
72600,5.817246966,3.740830051,0.704953704,"Air pilots, flight engineers and flying instructors",Low Exposure,High Complementarity,LE-HC,Airline Pilots
72601,6.554208812,5.055843853,0.576944444,Air traffic controllers and related occupations,High Exposure,Low Complementarity,HE-LC,NA
72602,5.71745572,3.357417053,0.761111111,"Deck officers, water transport",Low Exposure,High Complementarity,LE-HC,NA
72603,5.797259308,3.790763448,0.694444444,"Engineer officers, water transport",Low Exposure,High Complementarity,LE-HC,NA
72604,5.824404757,4.081937001,0.6475,Railway traffic controllers and marine traffic regulators,Low Exposure,High Complementarity,LE-HC,NA
72999,5.644338445,4.057652193,0.629444444,Other technical trades and related occupations,Low Exposure,High Complementarity,LE-HC,NA
73100,5.233404614,3.858182179,0.611111111,Concrete finishers,Low Exposure,Low Complementarity,LE-LC,NA
73101,5.450049662,4.311594844,0.557222222,Tilesetters,Low Exposure,Low Complementarity,LE-LC,NA
73102,5.24323936,4.24119806,0.539444444,"Plasterers, drywall installers and finishers and lathers",Low Exposure,Low Complementarity,LE-LC,Plasterers/drywall installers
73110,5.244433036,3.618658795,0.658333333,Roofers and shinglers,Low Exposure,High Complementarity,LE-HC,NA
73111,5.440539123,3.699566603,0.668333333,Glaziers,Low Exposure,High Complementarity,LE-HC,NA
73112,5.59709523,5.17420359,0.423888889,Painters and decorators (except interior decorators),Low Exposure,Low Complementarity,LE-LC,NA
73113,5.388738113,4.128588944,0.582361111,Floor covering installers,Low Exposure,Low Complementarity,LE-LC,NA
73200,5.394339283,3.976761051,0.610439815,Residential and commercial installers and servicers,Low Exposure,Low Complementarity,LE-LC,NA
73201,5.587066367,3.639352953,0.696944444,General building maintenance workers and building superintendents,Low Exposure,High Complementarity,LE-HC,NA
73202,5.707539963,4.3107781,0.593055556,Pest controllers and fumigators,Low Exposure,Low Complementarity,LE-LC,NA
73209,5.708449475,4.309946974,0.594351852,Other repairers and servicers,Low Exposure,Low Complementarity,LE-LC,NA
73300,5.6039813,4.146725542,0.608472222,Transport truck drivers,Low Exposure,Low Complementarity,LE-LC,Truck Drivers
73301,5.75381356,4.516841837,0.563333333,"Bus drivers, subway operators and other transit operators",Low Exposure,Low Complementarity,LE-LC,NA
73310,5.714767441,3.855323777,0.673611111,Railway and yard locomotive engineers,Low Exposure,High Complementarity,LE-HC,NA
73311,5.824404757,4.081937001,0.6475,Railway conductors and brakemen/women,Low Exposure,High Complementarity,LE-HC,NA
73400,5.527178568,3.89664064,0.643214286,Heavy equipment operators,Low Exposure,High Complementarity,LE-HC,NA
73401,5.685279941,4.622448441,0.535277778,Printing press operators,Low Exposure,Low Complementarity,LE-LC,NA
73402,5.718221929,4.183832378,0.616666667,"Drillers and blasters - surface mining, quarrying and construction",Low Exposure,High Complementarity,LE-HC,NA
74100,5.50043463,5.052760367,0.429722222,Mail and parcel sorters and related occupations,Low Exposure,Low Complementarity,LE-LC,NA
74101,5.554654234,4.635050366,0.513888889,Letter carriers,Low Exposure,Low Complementarity,LE-LC,NA
74102,5.567333508,4.386514479,0.560277778,Couriers and messengers,Low Exposure,Low Complementarity,LE-LC,NA
74200,5.403946361,3.49455198,0.701666667,Railway yard and track maintenance workers,Low Exposure,High Complementarity,LE-HC,NA
74201,5.516211403,3.71118445,0.675555556,Water transport deck and engine room crew,Low Exposure,High Complementarity,LE-HC,NA
74202,6.182615126,4.269384795,0.659537037,Air transport ramp attendants,High Exposure,High Complementarity,HE-HC,NA
74203,5.524981021,4.062520692,0.61287037,Automotive and heavy truck and equipment parts installers and servicers,Low Exposure,Low Complementarity,LE-LC,NA
74204,5.475799455,3.969578173,0.622314815,Utility maintenance workers,Low Exposure,High Complementarity,LE-HC,NA
74205,5.420165999,4.134690783,0.585,Public works maintenance equipment operators and related workers,Low Exposure,Low Complementarity,LE-LC,NA
75100,5.336598224,3.810529731,0.633472222,Longshore workers,Low Exposure,High Complementarity,LE-HC,NA
75101,5.792257996,4.375229604,0.590396825,Material handlers,Low Exposure,Low Complementarity,LE-LC,NA
75110,5.415087031,3.92883992,0.621925926,Construction trades helpers and labourers,Low Exposure,High Complementarity,LE-HC,NA
75119,5.373384894,3.910630117,0.620555556,Other trades helpers and labourers,Low Exposure,High Complementarity,LE-HC,NA
75201,5.567333508,4.386514479,0.560277778,Delivery service drivers and door-to-door distributors,Low Exposure,Low Complementarity,LE-LC,NA
75210,5.717967987,3.635742712,0.71273148099999994,Boat and cable ferry operators and related occupations,Low Exposure,High Complementarity,LE-HC,NA
75211,5.593691925,3.923353364,0.646944444,Railway and motor transport labourers,Low Exposure,High Complementarity,LE-HC,NA
75212,5.382308612,4.492732605,0.513611111,Public works and maintenance labourers,Low Exposure,Low Complementarity,LE-LC,Public works and maintenance labourers
80010,6.382130059,4.324840004,0.671481481,Managers in natural resources production and fishing,High Exposure,High Complementarity,HE-HC,NA
80020,5.843659754,3.933999933,0.672407407,Managers in agriculture,Low Exposure,High Complementarity,LE-HC,NA
80021,5.983559372,3.704820511,0.729166667,Managers in horticulture,High Exposure,High Complementarity,HE-HC,NA
80022,5.983559372,3.704820511,0.729166667,Managers in aquaculture,High Exposure,High Complementarity,HE-HC,NA
82010,5.749772652,3.77887836,0.691111111,"Supervisors, logging and forestry",Low Exposure,High Complementarity,LE-HC,NA
82020,5.887740735,3.321667065,0.784166667,"Supervisors, mining and quarrying",Low Exposure,High Complementarity,LE-HC,NA
82021,5.887740735,3.321667065,0.784166667,"Contractors and supervisors, oil and gas drilling and services",Low Exposure,High Complementarity,LE-HC,NA
82030,5.725967492,3.944487767,0.658287037,Agricultural service contractors and farm supervisors,Low Exposure,High Complementarity,LE-HC,NA
82031,5.923792036,3.836263583,0.700833333,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Low Exposure,High Complementarity,LE-HC,NA
83100,5.534404387,3.962931627,0.630381944,Underground production and development miners,Low Exposure,High Complementarity,LE-HC,NA
83101,5.596483606,3.491583938,0.724444444,"Oil and gas well drillers, servicers, testers and related workers",Low Exposure,High Complementarity,LE-HC,NA
83110,5.582156099,4.306013191,0.576944444,Logging machinery operators,Low Exposure,Low Complementarity,LE-LC,NA
83120,5.398795864,4.320536357,0.548055556,Fishing masters and officers,Low Exposure,Low Complementarity,LE-LC,NA
83121,5.398795864,4.320536357,0.548055556,Fishermen/women,Low Exposure,Low Complementarity,LE-LC,NA
84100,5.338995079,3.428821284,0.706111111,Underground mine service and support workers,Low Exposure,High Complementarity,LE-HC,NA
84101,5.53876126,3.89835675,0.644722222,Oil and gas well drilling and related workers and services operators,Low Exposure,High Complementarity,LE-HC,NA
84110,5.225291325,4.143946315,0.555277778,Chain saw and skidder operators,Low Exposure,Low Complementarity,LE-LC,NA
84111,5.48984448,3.725469462,0.669722222,Silviculture and forestry workers,Low Exposure,High Complementarity,LE-HC,NA
84120,5.604689177,3.944633015,0.641388889,Specialized livestock workers and farm machinery operators,Low Exposure,High Complementarity,LE-HC,NA
84121,5.398795864,4.320536357,0.548055556,Fishing vessel deckhands,Low Exposure,Low Complementarity,LE-LC,NA
85100,5.604689177,3.944633015,0.641388889,Livestock labourers,Low Exposure,High Complementarity,LE-HC,NA
85101,5.241046781,4.292673692,0.527685185,Harvesting labourers,Low Exposure,Low Complementarity,LE-LC,NA
85102,5.534948564,4.226548223,0.584722222,Aquaculture and marine harvest labourers,Low Exposure,Low Complementarity,LE-LC,NA
85103,5.09409589,4.325736426,0.499166667,Nursery and greenhouse labourers,Low Exposure,Low Complementarity,LE-LC,NA
85104,5.398795864,4.320536357,0.548055556,Trappers and hunters,Low Exposure,Low Complementarity,LE-LC,NA
85110,5.338995079,3.428821284,0.706111111,Mine labourers,Low Exposure,High Complementarity,LE-HC,NA
85111,5.35098494,3.607093832,0.674305556,"Oil and gas drilling, servicing and related labourers",Low Exposure,High Complementarity,LE-HC,NA
85121,5.368045042,3.999847951,0.602777778,Landscaping and grounds maintenance labourers,Low Exposure,Low Complementarity,LE-LC,NA
90010,6.375571544,4.098237082,0.705972222,Manufacturing managers,High Exposure,High Complementarity,HE-HC,NA
90011,6.277054881,3.821770723,0.739880952,Utilities managers,High Exposure,High Complementarity,HE-HC,NA
92010,5.979663209,3.848577682,0.704722222,"Supervisors, mineral and metal processing",Low Exposure,High Complementarity,LE-HC,NA
92011,5.979663209,3.848577682,0.704722222,"Supervisors, petroleum, gas and chemical processing and utilities",Low Exposure,High Complementarity,LE-HC,NA
92012,5.979663209,3.848577682,0.704722222,"Supervisors, food and beverage processing",Low Exposure,High Complementarity,LE-HC,NA
92013,5.979663209,3.848577682,0.704722222,"Supervisors, plastic and rubber products manufacturing",Low Exposure,High Complementarity,LE-HC,NA
92014,5.979663209,3.848577682,0.704722222,"Supervisors, forest products processing",Low Exposure,High Complementarity,LE-HC,NA
92015,5.979663209,3.848577682,0.704722222,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",Low Exposure,High Complementarity,LE-HC,NA
92020,5.979663209,3.848577682,0.704722222,"Supervisors, motor vehicle assembling",Low Exposure,High Complementarity,LE-HC,NA
92021,5.979663209,3.848577682,0.704722222,"Supervisors, electronics and electrical products manufacturing",Low Exposure,High Complementarity,LE-HC,NA
92022,5.979663209,3.848577682,0.704722222,"Supervisors, furniture and fixtures manufacturing",Low Exposure,High Complementarity,LE-HC,NA
92023,5.979663209,3.848577682,0.704722222,"Supervisors, other mechanical and metal products manufacturing",Low Exposure,High Complementarity,LE-HC,NA
92024,5.979663209,3.848577682,0.704722222,"Supervisors, other products manufacturing and assembly",Low Exposure,High Complementarity,LE-HC,NA
92100,5.734984432,4.36120416,0.585902778,Power engineers and power systems operators,Low Exposure,Low Complementarity,LE-LC,NA
92101,5.833989062,4.041657978,0.655555556,Water and waste treatment plant operators,Low Exposure,High Complementarity,LE-HC,NA
93100,5.508338791,4.510717432,0.529444444,"Central control and process operators, mineral and metal processing",Low Exposure,Low Complementarity,LE-LC,NA
93101,5.759065824,4.192607113,0.620092593,"Central control and process operators, petroleum, gas and chemical processing",Low Exposure,High Complementarity,LE-HC,NA
93102,5.59075983,4.595095461,0.526203704,"Pulping, papermaking and coating control operators",Low Exposure,Low Complementarity,LE-LC,NA
93200,5.6699810919999996,4.186222738,0.611203704,Aircraft assemblers and aircraft assembly inspectors,Low Exposure,Low Complementarity,LE-LC,NA
94100,5.508338791,4.510717432,0.529444444,"Machine operators, mineral and metal processing",Low Exposure,Low Complementarity,LE-LC,NA
94101,5.367004469,4.439165294,0.521944444,Foundry workers,Low Exposure,Low Complementarity,LE-LC,NA
94102,5.535717023,4.721337135,0.495222222,Glass forming and finishing machine operators and glass cutters,Low Exposure,Low Complementarity,LE-LC,NA
94103,5.47000435,4.602707161,0.506898148,"Concrete, clay and stone forming operators",Low Exposure,Low Complementarity,LE-LC,NA
94104,5.880311896,4.470670461,0.588055556,"Inspectors and testers, mineral and metal processing",Low Exposure,Low Complementarity,LE-LC,NA
94105,5.612922794,4.676014306,0.51525,Metalworking and forging machine operators,Low Exposure,Low Complementarity,LE-LC,NA
94106,5.623666133,4.732065901,0.506805556,Machining tool operators,Low Exposure,Low Complementarity,LE-LC,NA
94107,5.44345163,4.254964691,0.566666667,Machine operators of other metal products,Low Exposure,Low Complementarity,LE-LC,NA
94110,5.832945741,4.21653676,0.625416667,Chemical plant machine operators,Low Exposure,High Complementarity,LE-HC,NA
94111,5.589672976,4.651471845,0.516132479,Plastics processing machine operators,Low Exposure,Low Complementarity,LE-LC,NA
94112,5.45986093,4.658006499,0.494944444,Rubber processing machine operators and related workers,Low Exposure,Low Complementarity,LE-LC,NA
94120,5.50943605,4.485599184,0.534166667,Sawmill machine operators,Low Exposure,Low Complementarity,LE-LC,NA
94121,5.62620502,4.543632081,0.540694444,"Pulp mill, papermaking and finishing machine operators",Low Exposure,Low Complementarity,LE-LC,NA
94122,5.640599903,4.434138257,0.562222222,Paper converting machine operators,Low Exposure,Low Complementarity,LE-LC,NA
94123,5.819645544,4.316237112,0.606666667,Lumber graders and other wood processing inspectors and graders,Low Exposure,Low Complementarity,LE-LC,NA
94124,5.567488048,4.424342645,0.552916667,Woodworking machine operators,Low Exposure,Low Complementarity,LE-LC,NA
94129,5.517250517,4.502704645,0.532222222,Other wood processing machine operators,Low Exposure,Low Complementarity,LE-LC,NA
94130,5.375828808,4.850411397,0.445740741,"Textile fibre and yarn, hide and pelt processing machine operators and workers",Low Exposure,Low Complementarity,LE-LC,NA
94131,5.51087226,4.638317485,0.506666667,"Weavers, knitters and other fabric making occupations",Low Exposure,Low Complementarity,LE-LC,NA
94132,5.585216871,5.241791572,0.409861111,Industrial sewing machine operators,Low Exposure,Low Complementarity,LE-LC,NA
94133,5.880311896,4.470670461,0.588055556,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",Low Exposure,Low Complementarity,LE-LC,NA
94140,5.713786239,4.680125167,0.529097222,"Process control and machine operators, food and beverage processing",Low Exposure,Low Complementarity,LE-LC,NA
94141,5.446901448,4.4482946310000004,0.531851852,"Industrial butchers and meat cutters, poultry preparers and related workers",Low Exposure,Low Complementarity,LE-LC,NA
94142,5.640263083,4.570805513,0.537430556,Fish and seafood plant workers,Low Exposure,Low Complementarity,LE-LC,NA
94143,5.880311896,4.470670461,0.588055556,"Testers and graders, food and beverage processing",Low Exposure,Low Complementarity,LE-LC,NA
94150,5.801475923,5.30835047,0.433333333,Plateless printing equipment operators,Low Exposure,Low Complementarity,LE-LC,NA
94151,6.219747864,5.373171071,0.484444444,"Camera, platemaking and other prepress occupations",High Exposure,Low Complementarity,HE-LC,NA
94152,5.626101515,4.79312593,0.496388889,Binding and finishing machine operators,Low Exposure,Low Complementarity,LE-LC,NA
94153,5.871594866,4.901150714,0.513611111,Photographic and film processors,Low Exposure,Low Complementarity,LE-LC,NA
